,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g
10763,castimel,8413279004068,Honey,,,,0.0,,0.0,,,,,,,
10764,Milbona,4056489920069,High protein vanilla pudding,87.0,,6.2,4.9,2.4,1.6,10.0,0.1,0.225,0.09,4.0,0.0,0.0
10765,,6111249984205,Tchambi choco up,385.0,,63.58,,,,3.5,,,,4.0,,0.0
10766,Yoplait,3329770087736,Brassé Saveur Vanille,86.0,361.0,10.5,9.9,2.9,1.9,3.5,,0.14,0.056,4.0,3.0,2.5
10767,Milsani,2006050164240,Skyr,79.0,,10.0,10.0,0.5,0.1,8.5,0.0,0.0975,0.039,,-1.0,
10768,kissan,8901030902932,tomato ketchup,20.0,,4.6,3.9,0.1,0.0,0.2,0.1,142.0,56.8,4.0,28.0,28.0
10769,La Cestera,4056489964209,Pan centeno 55%,142.2,,22.95,,2.925,0.72,4.05,3.825,,,,,
10770,wildfarmed,5065009224296,wildfarmed sliced white,235.0,,43.8,4.0,1.4,0.2,9.5,4.4,0.89,0.356,4.0,2.0,0.0
10771,Hacendado,8402001014307,,709.0,,2.9,,68.2,,18.0,5.9,0.0,0.0,1.0,,100.0
10772,colainord,6111250473514,Dost,95.0,,13.5,12.5,3.1,2.0,3.5,,0.125,0.05,3.0,10.0,0.0
10773,,6111214006673,Pipas,520.0,,38.9,1.65,29.0,3.36,24.6,2.7,,,,,
10774,Croustipate,3392590205765,Pâte à pizza,249.0,1054.0,47.0,4.7,1.3,0.2,7.3,1.8,1.1,0.44,4.0,6.0,1.16666666666667
10775,,6221155140548,,,,,,,,,,,,,,0.0
10776,Hacendado,8402001019623,Tortilla Maiz,225.0,,44.0,,3.2,0.4,3.5,7.6,2.1625,0.865,4.0,,0.0
10777,,6932511222333,Disaar hair care,,,,,,,,,,,,,
10778,,6111195024741,,,,,,,,,,,,,,
10779,vandemoortele,5410093174499,risso,720.0,,0.0,0.0,80.0,38.0,0.0,,0.075,0.03,4.0,17.0,44.0
10780,Gerblé,3175680905383,croquant miel sésame,527.0,2201.0,50.0,33.0,30.0,4.1,12.0,4.6,0.0,0.0,4.0,17.0,0.0
10781,Gerblé,3175681771772,Biscuit moelleux pomme saveur framboise,394.0,1653.0,60.0,27.0,13.0,3.0,7.5,5.6,0.21,0.084,4.0,11.0,44.8941666666667
10782,"KARÉLÉA, Léa Nature",3760020503628,Speculoos sans sucres,421.0,1761.0,68.0,0.0,15.0,4.0,7.8,7.2,0.46,0.184,4.0,3.0,8.0
10783,"Sirop Sport, sport",3191010083309,Citror,264.0,,63.8,63.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.5
10784,Andros,3608580784524,dessert fruitier pommes nature,74.0,,17.0,17.0,0.1,,0.3,1.3,,,3.0,,93.0
10785,"Nestlé, Nestlé dessert, Tablettes",7613034480996,Chocolat noir pour préparation pâtissière,548.0,2285.0,50.7,46.4,34.1,20.2,6.0,7.3,0.01,0.004,4.0,25.0,0.0
10786,"Activia, Activia 0%, Danone",3033490545185,Activia bifidus nature 0% de mg 125 g x 8,41.0,175.0,5.8,5.8,0.1,0.04,4.3,,0.16,0.064,1.0,0.0,0.0
10787,Milbona,20292447,Verse kaas met knoflook en kruiden,288.0,1190.0,3.5,2.8,27.2,19.0,6.8,,1.0,0.4,4.0,15.0,2.7
10788,"Nestlé, Kitkat",40052397,"KITKAT 4 Fingers Barre au Chocolat au Lait 41,5g, unitaire",510.0,2135.0,60.6,43.4,26.1,14.7,6.6,2.5,0.15,0.06,4.0,28.0,0.0
10789,"M&M's, Mars",5900951251818,M&M's Biscuit,511.0,2138.0,63.0,37.0,26.0,15.0,6.3,,0.81,0.324,4.0,30.0,0.0
10790,Golden Sun,20073763,Reis Riz basmati,352.0,,76.7,0.1,1.0,0.2,8.4,1.3,2.5e-05,1e-05,1.0,-1.0,0.0
10791,Sondey,20022297,Grandino Pépites de Chocolat & Nougatine,517.0,2164.0,65.1,33.0,25.0,11.6,6.2,,1.27,0.508,4.0,31.0,4.0
10792,Bel Nordic,3073780809061,Pik&Croq nature 5B,281.0,1172.0,24.5,5.5,15.5,9.5,10.0,1.5,1.5,0.6,4.0,16.0,0.0
10793,Le Moulin du Pivert,3268350120084,Biscottes à la farine complète,379.0,1600.0,64.0,3.9,5.7,1.1,13.0,9.2,1.4,0.56,4.0,7.0,4.0
10794,Andros,3045320083439,Compote pomme banane,87.0,369.0,20.0,20.0,0.2,0.0,0.4,1.8,0.0,0.0,3.0,1.0,90.0
10795,"Bio Village, Marque Repère",3564707000017,Petit-beurre bio,,1918.0,72.0,20.0,14.0,9.4,9.1,2.6,1.0,0.4,4.0,23.0,0.0
10796,"Crème Dessert, MONT BLANC",3700279306861,MONT BLANC Crème dessert Boîte Saveur Vanille 570g,123.0,520.0,20.0,12.0,3.5,2.3,2.9,0.5,0.15,0.06,4.0,5.0,0.0
10797,Tropicana,3168930156680,Tropicana Multifruits,48.0,204.0,12.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,22.2222222222222
10798,LU,3017760038379,La barquette (chocolat),488.0,,62.0,46.0,23.0,2.8,7.0,2.5,0.3,0.12,4.0,22.0,22.7
10799,U,3256220125772,Bâtonnets de préparation à base de chair de poisson saveur crabe - x30- 500g,111.0,465.0,12.0,2.1,3.8,0.4,7.1,0.5,1.8,0.72,4.0,7.0,2.7375
10800,Petit Navire,3019081235598,Émietté de thon Le Mariné basilic,218.0,910.0,0.0,0.0,13.0,2.0,25.0,0.5,1.0,0.4,4.0,0.0,13.0
10801,Mamie Nova,3456774781602,Mamie nova chocolat,151.0,,15.1,14.9,8.2,5.7,3.6,1.1,0.11,0.044,4.0,9.0,1.675
10802,Paysan Breton,3218930313023,Paysan Breton - 12 Crêpes,356.0,1502.0,60.0,29.0,9.0,5.5,8.0,1.6,1.8,0.72,4.0,25.0,0.0
10803,Dessaint,3505700006156,Crêpes Natures sans sucre ajouté x8,193.0,812.0,26.0,2.7,7.0,1.6,6.1,0.7,0.6,0.24,3.0,3.0,2.93333333333333
10804,Suzi Wan,4002359660894,Nouilles en nid,135.0,565.0,27.0,1.2,0.8,0.2,5.0,1.2,0.01,0.004,1.0,-1.0,0.0
10805,President,3228021170077,PRESIDENT LA BRIQUE FONDANTE 200g,306.0,1268.0,0.1,0.1,26.0,18.0,18.0,,1.4,0.56,3.0,12.0,0.0
10806,Tropicana,3168930156925,Tropicana Réveil des Tropiques,44.0,185.0,11.0,9.4,0.0,0.0,0.4,0.6,0.0,0.0,1.0,5.0,90.625
10807,U,3256224124887,Céréales Muesli croustillant au chocolat au lait 500g,460.0,1931.0,66.0,24.0,17.0,4.8,8.1,6.4,0.49,0.196,4.0,13.0,0.0
10808,"Marque Repère, Les Croisés",3564700340721,Emmental français,369.0,1532.0,0.5,0.5,29.0,21.0,27.0,0.5,0.6,0.24,3.0,9.0,0.0
10809,Sojasun,3273220082089,Fruits Mixés Abricot Goyave - Dessert Végétal,76.0,320.0,10.3,10.2,2.1,0.4,3.7,0.0,0.06,0.024,4.0,2.0,11.7015625
10810,"Nestlé, Les recettes de l'atelier, Les recettes de l'atelier les carres",3033710001354,NESTLE LES RECETTES DE L'ATELIER - Carrés dégustation Chocolat noir 70% - 210g,592.0,2454.0,33.0,26.5,44.7,26.8,9.0,10.9,0.01,0.004,4.0,19.0,0.0
10811,Carambar,3664346300780,,398.0,1682.0,79.0,47.0,7.8,4.0,3.1,,0.55,0.22,4.0,23.0,0.0
