brands,code,product_name
quaker quaker oats,5.00011E+12,oat so simple
coop,5.00013E+12,hand finished white sourdough
green  blacks,7.62221E+12,organic milk chocolate
reina,8.42076E+12,kefir
brioche pasquier,3.18218E+12,tartines de pain ble complet
maribel,20072803,miel de fleurs
kiri,3.07378E+12,kirir creme 12 portions
fage,5.20105E+12,fage
nestle chocapic,3.38739E+12,nestle chocapic cereales 375g
poulain,3.66435E+12,noir extra
crownfieldbio organiclidl,40897677,hafer flocken zart
deli kitchen,5.01212E+12,greek style flatbread
chergui,6.11113E+12,jnane nature sans sucre
reina,8.42489E+12,kefir
harrys,3.22886E+12,pain ams complet
heudebert,3.01776E+12,heudebert fibre 
bjorg,3.22982E+12,le cookie chocolat noisette
bimo,6.11103E+12,tonik
kelloggkelloggs,5.00013E+12,allbran original
allinsons,5.01007E+12,easy bake yeast
buckwud,5.01127E+12,organic classic canadian maple syrup
rewe beste wahl,6.11125E+12,frommage fondu
lune de miel,3.08855E+12,miel de fleurs liquide doseur 500g
pagen,7.31107E+12,krisprolls complets
primevere,3.15525E+12,tartine  cuisson 100 vegetal
la boulangere,3.76005E+12,tartines cereales 450g
oatly,7.39438E+12,oat drink whole
heinz,5.00016E+12,tomato ketchup
ekmek,6.11125E+12,pain de mie complet
henrys,3.3626E+12,spofy
jaouda,6.11124E+12,jutos
primadonna,4.05649E+12,huile dolive
st michel,3.02347E+12,galettes st michel au beurre 4x5  130g
krisprolls,7.31107E+12,krisprolls
brun mondelez,7.62221E+12,petit brun extra
hacendado,8.48E+12,avena crunchy
bn,3.06199E+12,bn  casse croute biscuits 375g
tesco,5.01837E+12,baked beans in tomato sauce
tesco,5.05775E+12,bran flakes malty crunch
nestle,6.22101E+12,cerelac
excelo,6.11126E+12,chocup
hepar 75cl,8.44529E+12,hepar
amora,8.7121E+12,amora ketchup flacon souple 550g
barilla,8.0768E+12,penne rigate ndeg73
hacendado,8.48E+12,tortillas de trigo integrales
confetteria raffaelloferrero,8.0005E+12,coco specialty
rocks,5.02376E+12,fruity black currants
gerble,3.25149E+12,gouter aux ecorces confites
cereal bio,3.17568E+12,galettes boulghour  epeautre
haugengruppen as kikkoman kikkoman  kikkoman kk,8.71504E+12,salsa di soia a tasso ridotto di sale
dorset cereals,5.01836E+12,simply delicious muesli
lurpak,5.7409E+12,lurpakr spreadable slightly salted
freshona,20475604,weisse bohnen an tomatensauce  haricots blancs a la sauce tomate
gerble,3.17568E+12,sable saveur coco
pago,9.00252E+12,pago ace  orange  carotte  citron
la boulangere,3.76005E+12,pain de mie grandes tranches toastiligne cereales  graines 500g
milka mondelez,3.04514E+12,milka tablette noisette
jd gross lidl,20177201,shokolad s 6 parchentsa malini
dorset cereals,5.01836E+12,simply fruity muesli
kelloggs,5.00013E+12,bran flakes
lu mondelez,7.62221E+12,biscuits petit dejeuner moelleux aux pepites de chocolat
cereal bio,3.17568E+12,les galettes boulgour  quinoa  tomate  paprika
nestle,7.61329E+12,fitness nature cereales completes
whole earth,5.01367E+12,beurre de cacahuetes crunchy
whole earth,5.01367E+12,crunchy organic peanut butter
ferrero,8.0005E+12,ferrero rocher
oatly,7.39438E+12,barista edition oat drink
lesieur cristal,6.11102E+12,huile de tournesol
excelo,6.11125E+12,capri choco
lindt,3.04692E+12,excellence noir delicat doux 85 cacao
hipro danone,3.03349E+12,hipro saveur vanille
jd gross lidl lidl jd gross,20177218,noir degustation 70 caramel
lipton,3.16893E+12,ice tea
bonne maman,3.17853E+12,la madeleine pur beurre
pasquier,3.18218E+12,biscottes sans sucres ajoutes ble complet
herta knacki,7.61304E+12,herta knacki veggie saucisses vegetales x6 210g
philadelphia,7.6223E+12,frischkase original philadelphia
hacendado,8.71045E+12,pan fibra y sesamo
bachman,8.71048E+12,trigo espelta crackers
lidl saguaro,20656935,petillante saveur citron
hovis,5.01E+12,soft white medium bread
jaouda,6.11124E+12,dessert gourmand choco
lesieurcristal,6.11102E+12,huile de table equilibree
aicha,6.11127E+12,eau de source naturelle la source
mondelezoreo,7.6223E+12,oreo original
bjorg,3.22982E+12,bjorg amande
kara,8.8863E+12,lait de coco
fleury  michon,3.30274E+12,blanc de poulet
nakd,5.06009E+12,blueberry muffin
warburtons,5.01004E+12,protein bagels
ideal,6.11118E+12,preparation en poudre pour creme patissiere saveur vanille
amora,8.7112E+12,mayonnaise de dijon
benco,3.03447E+12,benco original
panzani,3.03835E+12,panzani  spf  sauce pesto vert 200g
tesco,5.00012E+12,6 wholemeal pittas
muller,4.0255E+12,kefir  pur
muesli croustillant quaker,3.16893E+12,muesli croustillant noix de pecan  noix du bresil
danone,3.03349E+12,skyr nature 0
pringles,5.05399E+12,pringles
alestolidl,20337292,pistacchi
nature valley,8.41008E+12,crunchy oats and dark chocolate 2 barres de 21 g
jordans,5.01048E+12,granola
beurre planta,8.7192E+12,beurre planta
baresa,20522605,tomato passata
deliciously ella,5.06048E+12,apple  raisin oat bars
star,6.11118E+12,vinaigre de table blanc  star
cheetos,5.60136E+12,pelotazos futebolas
jaouda,6.11124E+12,creme cuisson
schweppes,54022263,cola
la vache qui rit,3.07378E+12,la vache qui rit
gastro mixte,6.11126E+12,crempro
bjorg,3.22982E+12,nutri avoine complet
italiamo solevita,20019907,succo di limone
pilos,20416690,iogurte estilo grego
cadbury,5.03466E+12,hot chocolate powder
tesco,5.05737E+12,greek style yoghurt
auto extreme,5.03603E+12,mission deli white wraps
barilla,8.0768E+12,fusilli
mama,8.85202E+12,chicken flavour
maitre jean pierre,4.05649E+12,pain de mie grandes tranches 7 cereales
tesco,5.00046E+12,greek style natural yogurt
harvest morn,4.0886E+12,malted wheaties
peters yard,5.0602E+12,peters yard original sourdough crackers
hacendado,8.48E+12,nuez natural pelada
hacendado,8.48E+12,hummus de garbanzos receta clasica
st hubert,3.36632E+12,omega 3
sainsburys,234931,6 wholemeal pittas
cuetara,8.43417E+12,cuetara digesta light 200g marie cookies
crownfield,20621469,special flakes classic
alesto,4.05649E+12,pecan nuts natural
naked,5.06006E+12,no artificial additives 6 pork sausages
danone,6.11103E+12,yawmi veloute pistache
aiguebelle,6.11102E+12,delice noir
lipton,3.16893E+12,ice tea peche
fleury michon,3.30274E+12,le superieur  a letouffee  conservation sans nitrite
jaouda,6.11127E+12,lait
alsa,8.7121E+12,levure chimique alsacienne
saint hubertst hubert omega 3,3.36632E+12,st hubert omega 3 255 g doux
the tofoo co,5.03447E+12,smoked tofu
orangina orangina schweppes schweppes,8.43519E+12,orangina et sa pulpe 
danone,6.11103E+12,danup fraise
kelloggs,5.05932E+12,rice krispies
alpro,5.41119E+12,alpro joghurtalternative auf sojabasis natur mit mandeln 500 g 31
poulain,3.66435E+12,chocolat en poudre
bio  me,5.07E+12,low sugar naturally gutloving granola
lipton,8.72061E+12,lipton yellow label tea x25
old el paso,8.41008E+12,wraps
gerble,3.17568E+12,gingembre saveur citron 
amora,8.71052E+12,ketchup 5 ingredients
alpro danone,5.41119E+12,alpro plain
milbona,4.05649E+12,high protein drink cacao
alpro,5.41119E+12,alpror mandeldrink ungesusst 1 l fresh
green  blacks,5.01184E+12,cocoa powder
jaouda,6.11124E+12,yaourt grec
piadina,5.0602E+12,piadina midi flatbread
fromarsac savencia tartare,3.27277E+12,loriginal tartare ail  fines herbes
jardin bio etic,3.76002E+12,tartines craquantes sarrasin
carrefour,3.56007E+12,oat flakes
nestle,7.61329E+12,shreddies
blue dragon,5.01034E+12,creamed coconut block
covent garden,5.05605E+12,classic chicken soup
ferrero,4.0084E+12,kinder country
ferrero nutella,4.0084E+12,nutella
proper corn,5.06028E+12,sweet  salty popcorn
jaouda,6.11124E+12,press up moyen
la hollandaise,6.1112E+12,la hollandaise
st hubert st hubert omega 3,3.36632E+12,st hubert omega 3 sans huile de palme 500g doux
pavesi,8.01336E+12,gocciole classiche pav 500 gr
cheetos,8.4102E+12,pelotazos
nature valley,8.41008E+12,protein caramel sale cacahuetes
colmans,50147588,colmans mustard
fry light,5.00044E+12,olive oil
merchant gourmet,5.0181E+12,tomatocy french puy  green lentils
the deli,4.0886E+12,houmous
moser roth,4.0886E+12,85 cocoa  dark chocolate
lurpak,5.7409E+12,butter
village bakery,4.0886E+12,6 wholemeal pittas
les eaux minerales doulmes oulmes,6.11104E+12,bultropicale
jardin bio lea nature,3.76002E+12,pate a tartiner chocolat noisette
latelier blini,3.29207E+12,houmous extra  pois chiches francais  graines de sesame
alter eco,3.70021E+12,noir equitable 85 perou
ferrerokinder,8.0005E+12,kinder cards
ferrero nutella,4.0084E+12,nutella
mutti,80042563,famila mutti solo pomodoro parma passierte italienische tomaten 700g 199eur 1kg 284eur
baresa,20443375,azeitonas lidl
crownfield lidl,20621483,bran flakes
marmite,5.00018E+12,marmite yeast extract
marmite,50184385,marmite
vita coco,8.98999E+11,coconut water the original
weetabix,5.01003E+12,oatibix
wilkin  sons,43647868039,tiptree tomato ketchup
hacendado,8.402E+12,avena crunchy cacao
la boulangere bio la boulangere,3.28423E+12,8 pains au lait frais bio 280g
st michel,3.17853E+12,petites madeleines pepites chocolat
quaker oats,3.16893E+12,flocons davoine complete
oasisoasis tropical,3.12448E+12,33cl can slim tropical
kelloggs,5.05932E+12,corn flakes
brooklea,4.0886E+12,greek style natural yoghurt
new york bakery,5.02036E+12,nyc bagel sesame
jasons,5.02513E+12,sourdough wholemeal ciabattin
afia,6.11125E+12,afia
rozana,3.46857E+12,rozana eau minerale naturelle petillante 100 l
petit yoplait std yoplait,3.32977E+12,petit yoplait
lu mondelez france,5.41004E+12,petit ecolier chocolat noir pur beurre de cacao
bonne maman,3.17853E+12,petit cookies pepites de chocolat
nestlecaroricore,3.03371E+12,ricorer aux cereales et a la chicoree solubles boite 250g
danone,5.41119E+12,alpro sojadrink ungesusst 1l
tesco,5.05478E+12,unsalted butter
heinz,5.00016E+12,heinz baked beans
cheeriosnestle,7.61329E+12,cheerios multigrain
merchant gourmet,5.0181E+12,smoky spanishstyle grains  rice
primadonna,4.05649E+12,extra virgin olive oil
proper corn,5.06028E+12,sweet  salty popcorn
marks  spencer,938150,single origin milk chocolate
cassegrain,3.08368E+12,ratatouille cuisinee a la provencale
cocacola,5.449E+12,cocacola zero
primevere,3.15525E+12,tartine  cuisson doux a tartiner et a cuire
alitey,8.42335E+12,bebida de avena
hacendado,8.48E+12,pan de molde con 52 centeno
savenciatartare,3.27277E+12,tartare 100 vegetal au lait damande
happyvore,3.77002E+12,merguez vegetal
lea  perrins,5.00011E+12,lea and perrins
thegroovyfoodcompany,5.06007E+12,agave nectar
graze,5.05596E+12,protein oat boosts cocoa vanilla
lio,6.1111E+12,huile de table
jaouda,6.11124E+12,ladid
kelloggs,5.05932E+12,corn flakes
ethiquable,3.76009E+12,beurre de cacahuetes du nicaragua
gerble,3.17568E+12,cranberry saveur amande
gerble,3.17568E+12,biscuits 3 graines kasha sesame pavot
hacendado,8.48E+12,muesli con quinoa chia y chocolate negro
whole earth,5.01367E+12,smooth organic peanut butter
arluy,8.41267E+12,megachok
pasquier,3.18219E+12,biscottes sans sel et sans sucre ajoutes
ice,6.11124E+12,ice pomme 15l
cremio,6.19159E+12,krymyw
harrys,3.22886E+12,pain de mie american sandwich rustique sans sucres ajoutes 500g
lu mondelez mondelez international,7.62221E+12,veritable petit beurre
elle  vire savencia,3.45179E+12,le beurre tendre demisel barquette
orangina orangina schweppes france schweppes international limited,3.12448E+12,orangina
savencia st moret,3.27277E+12,9 minis st moret 178 mg
ethiquable,3.76009E+12,chocolat noir 85 madagascar
maille,3.03681E+12,dijon originale
hacendado,8.48E+12,almendra
haugengruppen asheinz,5.00016E+12,heinz beanz no added sugar
minor figures,5.06041E+12,barista organic oat mlk
pringles,5.05399E+12,pringles texas bbq 165g ajman
specially selected,4.0886E+12,canadian maple syrup
excelo,6.11126E+12,extrem
heudebertlumondelez,7.62221E+12,biscottes
mcvities,5.00017E+12,sables chocolat
leerdammer,8.7218E+12,leerdammer original 8 tranches 200g
hellmanns,5.00018E+12,real mayonnaise
deliciously ella,5.06048E+12,peanut butter oat bars
jaouda,6.11124E+12,lyny
nakd,5.06009E+12,nakd protein  cacao noisette  45g 16x1p
jaouda,6.11127E+12,6.11127E+12
kinder,8.0005E+12,kinder bueno
heudebert,7.62221E+12,la biscotte 96 de cereales
branston,5.00023E+12,baked beans
primadonna,4.05649E+12,huile dolive bio
by sainsburys,130509,wheat biscuits
danone,6.11103E+12,danao pecheabricot
walkers,39047011304,shortbread fingers
bol bol,6.11125E+12,mayonnaise
jaouda,6.11124E+12,yogurt bnine banana
chergui,6.11113E+12,proteines mangue
jardin bio lea nature,3.47882E+12,pate a tartiner chocolat noisette
promise gluten free,5.41119E+12,rich and indulgent hazelnut
envia,20665241,yaourt a la grecque
brets,3.49792E+12,chips saveur fromage du jura
hacendado,8.48E+12,queso blanco pasteurizado light
milbona,4.05649E+12,mon ptit plaisir
cevital,6.13023E+12,lala kheddidja
red bull,90162602,redbull
whole earth,5.01367E+12,crunchy peanut butter
flora proactiv,8.7192E+12,proactiv
deliciously ella,5.06048E+12,nutty granola
excelo,6.11126E+12,top cookies
crosta  mollica,5.0602E+12,margherita sourdough pizza
be,6.11126E+12,be cooky
harrys,3.22886E+12,extra moelleux nature
bjorg,3.22982E+12,galettes riz complet bio
natu  bonvico,3.33697E+12,chips de lentilles saveur tomate mozza
courmayeur,8.02488E+12,courmayeur eau minerale naturelle 150 l
hacendado,8.48E+12,griego ligero natural
hp sauce,5.00011E+12,hp the original brown sauce
weetabix,5.01003E+12,alpenmusli the original swiss style
maribel,4.05649E+12,crema de cacahuete
alsa,6.11101E+12,sucre arome vanille
tesco,5.05232E+12,tesco finest greek yoghurt
nairns,61232202952,fine milled oatcakes
barilla,8.07681E+12,arrabbiata
jacquet,3.02933E+12,pain complet
jordan,5.01048E+12,crunchy oat granola raisin  almond
tesco,10066980,organic houmous
sainsburysby sainsburys,359047,italian tomato puree double concentrate
kellogs,5.05932E+12,miel pops
cocacolar,5.00011E+12,pet 175l coca colar zero
weetabix,5.01003E+12,weetabix
danpack,20072360,danpak spreadable
milka oreo,7.62221E+12,milka oreo
milbona,20994945,cottage cheese
emporium,4.0886E+12,original full fat soft cheese
nairns,6.12322E+11,fruit  seed oatcakes
jordans,5.01048E+12,muesli bio 36 fruits noix  graines
bonne maman,3.60858E+12,confiture fraises
carrefour bio carrefour,3.27019E+12,chocolate negro
brossard,3.66014E+12,savane
aquarius the cocacola company,50112784,lemon
nakd,5.06009E+12,cocoa orange
tesco,5.00044E+12,corn flakes
kallo,5.01367E+12,belgian dark chocolate rice cake thins imp
country life,5.01017E+12,spreadable tub
candia,3.17657E+12,viva lait 12 ecreme
kelloggs,3.15947E+12,cereales all bran kelloggs fibre plus
fleury michon,3.30274E+12,le superieur 25 de sel  conservation sans nitrite
clement faugier,22314010025,creme de marrons de lardeche
sabrine,6.19401E+12,eau minerale naturelle
tesco,5.03102E+12,italian chopped tomatoes
rude health,5.06012E+12,organic oat drink imp
montezumas,5.06072E+12,absolute black dark chocolate
yorkshire provender,5.05605E+12,roast chicken and traditional vegetables
excelo,6.11126E+12,eyoo
pepsi zero pepsico,3.50211E+12,pepsi max
bjorg,3.22982E+12,granola chocolat
heinz,8.7157E+12,ketchup zero sel ajoure 70 moins de sucres
la boulangere biola boulangere,3.76005E+12,tartines bio quinoa  graines 450g
elle  vire,3.48034E+12,carre frais 0 pourcent ail et fines herbes
carrefour biocarrefour,3.56007E+12,huile dolive vierge extra
la baleine,3.18328E+12,sel moulu de mediterranee
fin carre lidl,20022471,cokolada na vareni
bellarom,20920210,chicoree cafe
gullon,8.41038E+12,biscuits mega duo imp
cheerios multigrain,7.61329E+12,cheerios multigrain
rigoni di asiago,8.05258E+12,nocciolata
tilda,5.01116E+12,tilda steamed brown basmati rice
danone,6.11103E+12,creme caramel
maroc,6.11116E+12,delicia
be,6.11126E+12,cooky
vemondo,4.05649E+12,bio hafer
nutella ferrero,8.0005E+12,nutella plantbased
isigny saintemere,3.25455E+12,creme sous pression a la vanille 250g
cote dor,7.62221E+12,180g lt noisette cote d or
jacquet,3.02933E+12,maxi tranches sans sucre ajoute nature
orangina schweppesschweppes,5.41022E+12,schweppes agrum
pierre martinet,3.28178E+12,mon taboule oriental
alesto,4.05649E+12,noisettes grillees
hacendado,8.48E+12,ketchup
tesco,5.05478E+12,tesco british salted block butter
post,8.84912E+11,grapenuts
nairns,61232202556,dark chocolate chip oat biscuits
milbona,4.05649E+12,skyr
sainsburys,1784060,so organic mayonnaise
perly,6.11127E+12,perly
cebon,6.1325E+12,el mordjene creme de noisettes grillees
president,3.15525E+12,beurre
poulain,3.66435E+12,grand arome 32 de cacao
bonne maman,3.60858E+12,fraise intense
bjorg,3.22982E+12,crousti avoine chocolat
amora unilever,8.7121E+12,amora specialite a la moutarde de dijon aux epices et aromates savora bocal 385g
fuze tea,5.449E+12,fuzetea the glace peche intense
pasquier,3.18218E+12,grilletine sans sucres ajoutes ble complet
lea  perrins,5.00011E+12,worcestershire sauce
sainsburys,1206111,greek style natural yogurt
centrale danone,6.11103E+12,jibi
excelo,6.11126E+12,sergio
tesco,5.0597E+12,peru dark chocolate
orangina,3.24976E+12,orangina
lotus bakeries lotus,5.41013E+12,lotus biscoff speculoos original  250g 2x125g
cote dormondelez,7.6224E+12,noir 70 intense
lidlsondey,4.05649E+12,biscuits germe de ble et pepites de chocolat
storck,4.0144E+12,merci finest selection assorted chocolates
bonduelle,3.08368E+12,carottes rapees
herta le bon paris,3.15423E+12,herta le bon paris jambon sel reduit sans nitrite x4140g
jasons,5.02513E+12,everyday tiger rolls with sourdough
lesieur,3.26547E+12,huile isio 4
malo,3.27869E+12,empresure au chocolat
san pellegrino nestle,8.00227E+12,san pellegrino
hacendado,8.48E+12,tortitas de maiz
