,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
100,fin carre,20022464,noir intense 74 cacao,114.0,476.976,6.4,5.2,8.4,5.2,2.0,0.01,0.004,4.0,19.0,0.0,0.8125,Moderate,Moderate Sugar,Yes
102,star,6111184001197,,563.0,2355.592,0.0,0.0,62.0,7.0,1.2,5.0,2.0,4.0,33.0,0.0,,High,Low Sugar,Yes
103,jardin bio lea nature,3760020507350,pur beurre de cacahuete,625.0,2591.0,12.0,5.1,50.0,9.7,29.0,0.0,0.0,1.0,-5.0,100.0,0.425,High,Moderate Sugar,No
104,hawaicoca cola,5449000036872,hawai tropical,41.0,171.544,10.0,9.5,0.0,0.0,0.0,0.026,0.0104,4.0,10.0,0.0,0.95,Low,Moderate Sugar,Yes
105,jaouda,6111242100220,lait entier uht,58.0,243.0,4.8,4.2,3.63,2.4,3.0,0.0,0.0,1.0,4.0,0.0,0.8750000000000001,Low,Low Sugar,No
106,kikkoman,8715035110106,sojasauce,77.0,325.0,3.0,0.6,0.0,0.0,10.0,16.9,6.76,3.0,20.0,0.0,0.19999999999999998,Low,Low Sugar,No
107,yoplait,3329770077003,skyr nature 0,57.0,238.488,3.6,3.6,0.105,0.065,9.5,0.1375,0.055,3.0,-2.0,0.0,1.0,Low,Low Sugar,No
108,kallo,5013665100065,organic lightly salted wholegrain low fat rice cakes,28.0,117.152,5.6,0.0,0.2,0.1,0.6,0.0,0.0,3.0,2.0,0.0,0.0,Low,Low Sugar,No
109,star,6111184000619,mayonnaise,592.0,2476.928,0.22,0.05,65.21,9.8,1.12,1.75,0.7,4.0,12.0,0.0,0.2272727272727273,High,Low Sugar,Yes
111,la boulangere,3760049798609,pain de mie grandes tranches seigle  graines 500g,297.0,1246.0,37.0,4.2,9.6,1.0,12.0,0.96,0.384,4.0,0.0,0.48,0.11351351351351352,High,Low Sugar,Yes
112,lio,6111099000599,,900.0,3768.0,0.0,0.0,100.0,14.0,0.0,0.0,0.0,2.0,10.0,0.0,,High,Low Sugar,No
113,rigoni di asiago,8052575090254,nocciolata bio,544.0,2276.096,54.0,51.0,32.0,5.7,8.1,0.12,0.048,4.0,24.0,18.5,0.9444444444444444,High,High Sugar,Yes
114,jasons,5025125000129,jasons sourdough 07 superb sprouted grains,233.0,974.872,44.8,2.6,1.1,0.2,9.3,0.855,0.342,3.0,2.0,0.0,0.058035714285714295,Moderate,Low Sugar,No
115,wasa,7300400481588,fibres,333.0,1397.0,47.0,2.0,5.0,1.0,12.0,1.2,0.48,3.0,0.0,0.0,0.0425531914893617,High,Low Sugar,No
116,krisprolls,7311070032611,krisprolls complets sans sucres ajoutes,400.0,1687.0,68.0,1.1,6.6,0.9,13.0,1.1,0.44,4.0,0.0,7.6,0.016176470588235296,High,Low Sugar,Yes
117,jacquet,3029330022428,14 maxi tranches complet sans sucres ajoutes,243.0,1026.0,42.0,3.8,3.0,0.3,8.7,1.2,0.48,4.0,2.0,0.0,0.09047619047619047,Moderate,Low Sugar,Yes
118,henrys,3362600011006,henrys,374.0,1564.816,65.0,20.6,9.2,4.5,6.5,0.75,0.3,4.0,21.0,0.0,0.3169230769230769,High,High Sugar,Yes
119,delicia,6111162000716,confiture dabricot,272.0,1138.048,67.36,50.0,0.0,0.0,0.41,0.0,0.0,3.0,15.0,66.6666666666667,0.7422802850356295,High,High Sugar,No
120,barilla,8076809513753,pesto alla genovese,492.0,2030.0,11.0,5.0,47.0,5.3,4.7,3.2,1.28,4.0,27.0,45.205078125,0.45454545454545453,High,Moderate Sugar,Yes
121,alpro,5411188110835,mandelmilch mit zucker,22.0,93.0,2.4,2.4,1.1,0.1,0.4,0.14,0.056,4.0,4.0,3.44999999999997,1.0,Low,Low Sugar,Yes
122,quaker,3168930010265,cruesly melange de noix,462.0,1913.0,57.0,12.0,19.0,2.0,8.5,0.0,0.0,4.0,1.0,10.7,0.21052631578947367,High,Moderate Sugar,Yes
123,excelo,6111259341197,momo black,497.0,2073.0,70.0,27.0,21.0,9.9,7.0,0.32,0.128,4.0,23.0,0.0,0.38571428571428573,High,High Sugar,Yes
124,poulain,16256163,poulain,522.0,2181.0,60.0,59.0,28.0,5.1,5.4,0.1,0.04,4.0,25.0,18.75,0.9833333333333333,High,High Sugar,Yes
125,star,6111184007618,,385.56,1613.18304,20.9,16.0,33.0,2.57,1.31,2.2,0.88,4.0,20.0,0.0,0.7655502392344498,High,High Sugar,Yes
126,heinz,50457236,tomato ketchup,15.0,62.760000000000005,3.5,3.4,0.0,0.1,0.2,0.148125,0.05925,3.0,9.0,62.168,0.9714285714285714,Low,Low Sugar,No
